season,week,n_competitors,mean_std,median_std,mean_cv,entropy,effective_competitors,gini_mean_norm,top1_share,top3_share,mean_p_bottom2,max_p_bottom2,mean_p_top1,max_p_top1
4,6,7,0.021706802767324302,0.0179961118677953,0.22589664319702438,1.9108615097175647,6.758909156942476,0.09816227779751394,0.16309448182244327,0.4835720549111695,0.2857142857142857,0.927,0.14285714285714285,0.215
4,7,6,0.025289350446938235,0.01452007046456905,0.28367205618048613,1.7218566931907824,5.594906852008863,0.15008683188893177,0.20330745816918538,0.5989834688525957,0.3333333333333333,0.992,0.16666666666666666,0.265
4,8,5,0.02921140343155814,0.015627011636075,0.2887605040876687,1.5169798367834904,4.5584371603284755,0.17722341354902743,0.2510123040823349,0.744852786891426,0.39999999999999997,0.999,0.2,0.351
4,9,4,0.06125074132281755,0.047103323681022755,0.35303498614754664,1.3329221324092475,3.7921082556236967,0.14112733956049262,0.30255564694054166,0.8804019768305278,0.5,0.918,0.25,0.375
4,10,3,0.0021648536595227333,0.0017396867984459,0.006488585829395287,1.0986122738072954,2.9999999554175574,8.318039316386934e-05,0.33337690834706746,1.0,0.6666666666666666,0.717,0.3333333333333333,0.391
5,1,12,0.005404245010009842,0.00244346037430995,0.11292517372421913,2.458361900132207,11.685653585350137,0.07008658522410371,0.09201969964908088,0.27267849609920114,0.16666666666666663,0.99,0.08333333333333333,0.277
5,2,11,0.00797200875813851,0.0046704357413559,0.1173652284046023,2.3835150927342053,10.842949929789038,0.06386647233684008,0.09994376299832598,0.29753449214459665,0.18181818181818182,0.902,0.09090909090909091,0.221
5,3,10,0.00760191217660255,0.0035388701578663497,0.11841685877166422,2.277805544820736,9.75524944581317,0.07986677257313701,0.11091735138588878,0.3320535708403526,0.2,0.955,0.1,0.228
5,4,9,0.00774946340842071,0.0035258613459487,0.0841381268985448,2.1888224047829845,8.924697243406957,0.047645396316113024,0.11866066160239075,0.3539003619603369,0.2222222222222222,0.888,0.1111111111111111,0.218
5,5,8,0.014193922029183036,0.00556657674889865,0.1551864581391874,2.057791887106532,7.8286641366905885,0.08528021673462449,0.14024936438123486,0.4173388449003544,0.25,0.92,0.125,0.218
5,6,7,0.023085559626345797,0.0210121917759647,0.19433179583489021,1.931485574048864,6.899752725305873,0.08400143893974261,0.16558046682619718,0.4831604614082379,0.2857142857142857,0.783,0.14285714285714288,0.338
5,7,6,0.024149276421953764,0.01524650320378655,0.257294628610994,1.7243728066227417,5.609001997345859,0.14908614001934092,0.20242028853048513,0.6007268556978503,0.3333333333333333,0.997,0.16666666666666666,0.378
5,8,5,0.04223469922248066,0.0533848595962824,0.3454802481087565,1.550887742681977,4.715654612840547,0.15179456646743822,0.24938182876991521,0.7121375374097929,0.4000000000000001,0.921,0.2,0.325
5,9,4,0.07199107076084367,0.0711875339071672,0.424285056557891,1.3226868830678074,3.7534930374024142,0.1679584670422598,0.3183507587618326,0.8877803580045476,0.49999999999999994,0.945,0.25,0.388
5,10,3,0.006182846604110399,0.0044992858414859,0.018758675091418913,1.0985954654992784,2.999949530918032,0.0028742013518074927,0.33492521054370616,1.0,0.6666666666666666,0.718,0.3333333333333333,0.371
6,1,12,0.004810068375410133,0.0023549350243895,0.06330653810846443,2.4825238731059494,11.971440718522775,0.031821034629050025,0.08888838339120707,0.26221571537299315,0.16666666666666666,0.725,0.08333333333333333,0.376
6,2,12,0.00957379971714275,0.003219278673645,0.19140393792085422,2.441578539288685,11.49116569007509,0.11988272775286113,0.09791755015463474,0.2914080924781044,0.16666666666666666,0.914,0.08333333333333333,0.206
6,3,10,0.00794394775179991,0.0048124470064453,0.10023773904684412,2.2893394185536935,9.868416634635874,0.07257853355125495,0.11257127835441293,0.33519052929773735,0.2,0.919,0.1,0.33
6,4,9,0.008271093395513277,0.0038033291718762,0.13223586040093582,2.162821129743259,8.69563460109925,0.09123793552503044,0.1250038804154961,0.373550395336717,0.2222222222222222,0.991,0.1111111111111111,0.294
6,5,8,0.012893562581984673,0.0068947109556315,0.15358745522479433,2.0538315909005873,7.79772161902182,0.08789160539828766,0.1420244178059614,0.41830167443781496,0.24999999999999997,0.94,0.125,0.322
6,6,7,0.010928302110233828,0.0072958835439942,0.14709204167589562,1.8925330301415062,6.636156995106186,0.10646770065631829,0.16491138761920582,0.4843131144471153,0.2857142857142857,0.999,0.14285714285714285,0.439
6,7,6,0.028597008571624182,0.021781571170959947,0.24656235773109145,1.7538486045411772,5.7767925386110415,0.1176174021989181,0.19812555167535872,0.5827294320718737,0.3333333333333333,0.931,0.16666666666666666,0.318
6,8,5,0.04694884458991932,0.0522221274592391,0.3322747521170887,1.5609584103683007,4.7633843350671485,0.13971545407448893,0.24747770572975736,0.7011568016740917,0.39999999999999997,0.918,0.2,0.321
6,9,4,0.06357598801782985,0.06261781257483459,0.45802631873698846,1.2831897704507498,3.608130497407261,0.19204228363754283,0.3235915796040599,0.9237530351407339,0.5,0.994,0.25,0.395
6,10,3,0.0056736837972423335,0.0056150888416458,0.017082838463165002,1.098611742908757,2.9999983627223887,0.0005525334088150776,0.3336895299140391,1.0,0.6666666666666666,0.72,0.3333333333333333,0.376
7,1,13,0.007456912792489846,0.0036864530577405,0.1568103322773804,2.535352729240328,12.620881817052892,0.08452018612304918,0.08550321792179535,0.25522644627543634,0.1538461538461538,0.961,0.07692307692307691,0.243
7,2,11,0.007357529451022091,0.0041111821420103,0.10479576157299614,2.3859073599129683,10.86892021457146,0.060665194093142395,0.09961508948051359,0.29757265621866213,0.18181818181818182,0.881,0.09090909090909091,0.245
7,3,9,0.008436863904934023,0.0081246283383655,0.07712152541942871,2.1957067305515983,8.98634974105992,0.03096270876701289,0.11938191587219656,0.3528279982205014,0.2222222222222222,0.581,0.1111111111111111,0.279
7,4,9,0.011471252971805145,0.0056127019360014,0.141046762502778,2.172855936085118,8.783332892110117,0.08409994456990984,0.12534619974630834,0.3728439372101127,0.2222222222222222,0.966,0.1111111111111111,0.227
7,5,8,0.016023869966148227,0.01040166621577235,0.17742298101231252,2.0549064808533983,7.80610781795797,0.09838757850433999,0.14434160525341366,0.43140517051083566,0.25,0.898,0.125,0.246
7,6,7,0.016005700712714687,0.0069478194819462,0.18931076147187473,1.90342079764576,6.708804697579877,0.10406671810058832,0.167059908518237,0.48464751663461986,0.28571428571428575,0.978,0.14285714285714285,0.463
7,7,6,0.027131383037957913,0.02355018483306165,0.284107227133341,1.7133986997090886,5.547784726555708,0.1657426581473803,0.21696699684401213,0.6116744194672284,0.3333333333333333,0.999,0.16666666666666666,0.582
7,8,5,0.044567377102900464,0.0371894243468823,0.2994242411304372,1.571616511954694,4.814424481580166,0.12452812129219452,0.24024003342728864,0.6956574062548504,0.4,0.878,0.2,0.31
7,9,4,0.06833441210707389,0.0729330080167277,0.4199392043716761,1.3133503282990076,3.7186114344715486,0.16926077610160473,0.32605296088521146,0.8988594252834297,0.49999999999999994,0.947,0.25,0.487
7,10,3,0.020478485985816235,0.0069216042633195,0.06481628547048814,1.0982471252408943,2.998904709710503,0.013152801354391563,0.3403910762199641,0.9999999999999999,0.6666666666666666,0.704,0.3333333333333333,0.389
8,1,13,0.004141908864803085,0.002054043477642,0.056000130504674145,2.563944652958396,12.986945400564734,0.02239115134368524,0.07989231869530973,0.23895200610647094,0.15384615384615385,0.592,0.07692307692307693,0.149
8,2,13,0.006182631792731192,0.0033516881741684,0.10107905183236493,2.553386393733356,12.850547195389193,0.0595120666975318,0.08354347064792178,0.2503812610061443,0.15384615384615383,0.858,0.07692307692307693,0.173
8,3,12,0.008276802141901775,0.0040232331813992005,0.13397695715562916,2.4665499181997825,11.781728723754647,0.07979098083046576,0.09261885376301687,0.2770714887237571,0.16666666666666666,0.9,0.08333333333333333,0.179
8,4,11,0.0100495294165742,0.0045444981195612,0.20593117619329473,2.337928265911193,10.359751664243737,0.14077587308973252,0.11262689458588854,0.3298042849097394,0.18181818181818182,0.997,0.09090909090909091,0.494
8,5,9,0.010587780724086933,0.0054494150516021,0.12396028371972366,2.182042866666329,8.864396554636857,0.0704521503596413,0.12248783016424529,0.36534889652052704,0.2222222222222222,0.912,0.1111111111111111,0.189
8,6,8,0.011371797625100225,0.0084868473760184,0.16946560755077278,2.0319703188874474,7.629103326192412,0.10702911200416221,0.14310241836337642,0.42851354621899984,0.25,0.993,0.125,0.188
8,7,7,0.016519417079755502,0.0100607344627252,0.2012844009052487,1.9021547494061497,6.700316401632496,0.10361342143947207,0.16236745163816627,0.4845138748822361,0.28571428571428575,0.985,0.14285714285714285,0.209
8,8,6,0.029338429465128654,0.01888616304899755,0.23613559232389777,1.7602718927354797,5.814017968769164,0.10987626263528256,0.19808278904946028,0.572121983938929,0.3333333333333333,0.903,0.1666666666666667,0.353
8,9,5,0.042616183307116216,0.0182009510787952,0.30287481915652614,1.5693369051851889,4.803461986776681,0.12985177543784304,0.23918257821554054,0.7096963267815604,0.4,0.897,0.2,0.323
8,10,4,0.04572791187136792,0.04694195813189475,0.3794494433922908,1.274935059649529,3.578469015523751,0.1957611317493737,0.32510554936096026,0.9297123659767986,0.5,0.996,0.25,0.454
8,11,3,0.006217349342856167,0.0021962147114094,0.01887973867665771,1.098580660034294,2.999905115599093,0.0037649055225073744,0.33523508591328616,1.0,0.6666666666666666,0.686,0.3333333333333333,0.357
9,1,16,0.0064715220781258135,0.0041192093296943,0.16707672656974984,2.72411245214151,15.242879136625671,0.10966590381947527,0.07282479297021761,0.21531671647019235,0.125,0.98,0.0625,0.181
9,2,14,0.006157489654989685,0.004372431738361051,0.1170107204203923,2.622352673327023,13.768077299521053,0.05854114106207169,0.07758223221892008,0.23138216483278323,0.14285714285714285,0.937,0.07142857142857142,0.162
9,3,13,0.007462494947501992,0.0046657385825483,0.11067937583666107,2.5564295720236916,12.889713266074956,0.061006287339283136,0.08478425039090468,0.25289383376286345,0.15384615384615385,0.798,0.07692307692307693,0.13
9,4,11,0.009466408981634982,0.0053223182316673,0.14494257140503308,2.371125813564184,10.70944233522866,0.09611573288741516,0.10561376458637953,0.3113102889892394,0.18181818181818182,0.963,0.0909090909090909,0.338
9,5,10,0.008936419703203422,0.0036139648881378496,0.13090855165065857,2.2783972908301195,9.761023784045578,0.0849014783262243,0.11197794804603173,0.33362974636191717,0.2,0.951,0.1,0.205
9,6,9,0.01648474829508201,0.0131864489403092,0.26179992216087505,2.108867862980552,8.238908429355323,0.17586937902533684,0.13972050945661496,0.41745107943551735,0.2222222222222222,0.958,0.1111111111111111,0.22
9,7,7,0.03073669993251536,0.0220153662749341,0.3291351504553433,1.8800344435356728,6.553730591957095,0.15783645906338187,0.1751843504655372,0.5248701537957892,0.2857142857142857,0.928,0.14285714285714285,0.242
9,8,5,0.044789449278545716,0.0430292258444407,0.31959703088129976,1.556506925960808,4.742227328950872,0.13752353627554575,0.244819199991818,0.7039642870637917,0.4,0.948,0.19999999999999998,0.289
9,9,4,0.07667182535036042,0.05826738928050025,0.39462499075351604,1.3405977983120085,3.8213272056554106,0.12979628860560588,0.29839569788422304,0.8716712208966717,0.5,0.877,0.25,0.378
9,10,3,0.005842891387564733,0.0041568665571605,0.017574880193560845,1.09861008858039,2.9999933997441013,0.001119494490582203,0.33407600702430196,1.0,0.6666666666666666,0.717,0.3333333333333333,0.388
10,1,11,0.004330001349006745,0.0038158046513175,0.048053667947846955,2.397353942809774,10.994046981544518,0.017902288453412976,0.09553667296885407,0.28264614451429226,0.18181818181818182,0.603,0.09090909090909091,0.31
10,2,11,0.009197334056455727,0.0058311426747264,0.11843339889549385,2.389047151375842,10.90309998807284,0.062455705905346874,0.10154413581632599,0.3001641364588844,0.18181818181818182,0.814,0.09090909090909091,0.365
10,3,10,0.007005555451081391,0.0030047833282871,0.12798416329506668,2.2709666774307156,9.688762196372158,0.08153257975875121,0.11075111015323487,0.3306827621624907,0.2,0.988,0.09999999999999999,0.235
10,4,9,0.011564842495126777,0.0054391549360193,0.15349935465144143,2.1716866609403604,8.773068761237226,0.09144455050774486,0.12771904351060764,0.37554764286804854,0.2222222222222222,0.938,0.1111111111111111,0.402
10,5,8,0.015565667283436937,0.012476875436823801,0.20413020225836948,2.028561425936598,7.60314080650918,0.12165607047655835,0.15097646607486015,0.43946626092743246,0.25,0.996,0.125,0.426
10,6,7,0.01716073856048403,0.020233965801905,0.19634253405472993,1.8916480854005304,6.6302869605842485,0.12082896471646024,0.17056721585151866,0.4995669839482223,0.2857142857142857,0.999,0.14285714285714285,0.284
10,7,6,0.028471976287572615,0.024438326601164,0.2626313767984207,1.746015038432718,5.731716436185881,0.13313172072168733,0.20294680113276195,0.5982654953485779,0.3333333333333333,0.927,0.16666666666666666,0.337
10,8,5,0.03581495721977592,0.0229778520205835,0.3146293987757634,1.5321609235278637,4.628167139519131,0.16241693369733917,0.24612611054388975,0.7325240963712236,0.4,0.994,0.2,0.313
10,9,4,0.05874545754774697,0.0465060726502771,0.42917653734314476,1.294103363493526,3.6477238250492543,0.17808534854245073,0.31407348231084886,0.9160547524727995,0.5,0.982,0.25,0.351
10,10,3,0.0028852627992703,0.002536737356876,0.008646802239566586,1.098611021462811,2.999996198386513,0.0008569237555482445,0.33403205096089605,1.0,0.6666666666666666,0.762,0.3333333333333333,0.483
11,1,12,0.006172565621699649,0.00264825874372545,0.096273876576996,2.4743399048854595,11.873866644293908,0.052567195715565194,0.08990341436809272,0.26870912741508746,0.16666666666666666,0.886,0.08333333333333333,0.204
11,2,11,0.006635464399226237,0.0030024734777828,0.10844156163855065,2.3784723818273994,10.788409698799917,0.0656174265226836,0.09914545471887638,0.2967833799388577,0.18181818181818177,0.938,0.09090909090909091,0.174
11,3,10,0.00789100513722874,0.00303368843935245,0.10492296146478342,2.289924334754081,9.874190519852531,0.060989083002766974,0.10950097226566699,0.325507333252285,0.2,0.848,0.1,0.28
11,4,9,0.0108992584861045,0.0080995454317997,0.15716216041121328,2.160570699031589,8.676087680680006,0.10300319603522842,0.12924150884011282,0.3826707310894571,0.2222222222222222,0.985,0.1111111111111111,0.417
11,5,8,0.013009795691209788,0.007611764121813851,0.16259877057821856,2.04678308632137,7.742952589111805,0.08958907115996828,0.14016668747814273,0.4177333455258997,0.25,0.976,0.125,0.238
11,6,7,0.020193217966668474,0.0124559917961672,0.18820746942953046,1.923649303324937,6.8458956897778735,0.09018420594975853,0.1644844817853868,0.48084918596254334,0.2857142857142857,0.879,0.14285714285714285,0.354
11,7,6,0.025369473718368313,0.01976534436987425,0.20746900674320698,1.7630722144723245,5.830321907147681,0.09801139004208566,0.19252085044844952,0.5659462074458331,0.3333333333333333,0.893,0.16666666666666666,0.241
11,8,5,0.04005428773586634,0.0387750419269795,0.29122259818491203,1.5637070339366972,4.776495095534213,0.12740299471451202,0.23997284218160564,0.6955465291532409,0.4,0.923,0.2,0.292
11,9,4,0.08894866093068264,0.0826667005960912,0.4325307648353053,1.3534918210822435,3.870918514320802,0.12816636825337513,0.30610967888879276,0.8496275755715523,0.5,0.843,0.25,0.369
11,10,3,0.009940397640123668,0.0084199725867641,0.030237901492967578,1.0985903292687038,2.9999341225251,0.003364790679594313,0.3352968595949799,0.9999999999999999,0.6666666666666666,0.674,0.3333333333333333,0.341
12,1,11,0.004655936538216155,0.0029256401413186,0.05387413105226595,2.3966069656577633,10.985837746078547,0.02568401226938797,0.09588071444933632,0.2856097643671711,0.18181818181818182,0.692,0.09090909090909091,0.298
12,2,11,0.007097524199062209,0.0038970238018682,0.11049566632494555,2.3827825998088925,10.83501045383592,0.059903225729739,0.09926968037909652,0.29581671462417797,0.18181818181818182,0.899,0.0909090909090909,0.14
12,3,10,0.00784139420461097,0.00276811060025345,0.1233736750631715,2.2755336036267853,9.733111250601384,0.08234966076310091,0.11101901832747696,0.33231824441506724,0.2,0.986,0.1,0.227
12,4,9,0.010161280144352254,0.0043141381268829,0.13622262942057656,2.1724530206242116,8.7797946643408,0.08190712749354784,0.12433079692176159,0.36948215233691106,0.2222222222222222,0.954,0.1111111111111111,0.207
12,5,8,0.013980427834539125,0.01163664448356145,0.16732810502602335,2.0529800531775066,7.791084391235123,0.08385031886320649,0.14036239436267783,0.41633048476962753,0.25,0.926,0.125,0.243
12,6,7,0.01910142842102016,0.0129994181870127,0.17437524015536748,1.9248100389158194,6.853846578103305,0.07797907640229264,0.15826594223167523,0.4708252328896285,0.28571428571428575,0.893,0.14285714285714285,0.271
12,7,6,0.02896847939062511,0.01893652529113115,0.2576388023541502,1.749683542335281,5.752781875999751,0.12978249341843728,0.200679189427677,0.5924013501182941,0.3333333333333333,0.941,0.16666666666666666,0.268
12,8,5,0.03906523684707296,0.0252715561434957,0.3048042679002627,1.5513536689283183,4.717852272027141,0.13650826375249742,0.2378782711261283,0.7073106123642516,0.4,0.969,0.2,0.311
12,9,4,0.05317240703791615,0.0510561704659034,0.42049354559245605,1.2748372940447747,3.578119181437503,0.21453989494833214,0.3347844935213441,0.9258315662450093,0.5,0.999,0.25,0.447
12,10,3,0.002340291526259667,0.0011875777571209,0.007033998481246116,1.0986101881925292,2.9999936985798765,0.0010351018734648203,0.3339296901138052,0.9999999999999998,0.6666666666666666,0.699,0.3333333333333333,0.386
13,1,12,0.0053707033706445,0.00321737497875385,0.09566508771444691,2.4689059043130053,11.809519036958994,0.05763886570477306,0.09120878205989233,0.26891996261910533,0.16666666666666666,0.945,0.08333333333333333,0.36
13,2,11,0.008325085081154364,0.0063367978383044,0.11035647089511685,2.388885909665173,10.901342095305798,0.04840713765485609,0.09926457484061113,0.29240319175881613,0.1818181818181818,0.854,0.09090909090909091,0.218
13,3,10,0.00944983975971489,0.00639038586604,0.10949484806396707,2.295104397897148,9.925472156620115,0.055635855965641315,0.10944763581733087,0.3258175938685023,0.2,0.784,0.1,0.165
13,4,9,0.009612350987226988,0.007150321315792,0.09809879688112882,2.190220922158121,8.937187319328064,0.05267203547326263,0.12121064288367761,0.35907016165376276,0.2222222222222222,0.814,0.1111111111111111,0.269
13,5,8,0.012709860820521987,0.0058266114404826996,0.14207822042596055,2.057938082541996,7.82980873531866,0.08227994065774036,0.13927126802116568,0.41586757983560346,0.25,0.909,0.125,0.192
13,6,7,0.0170265378421073,0.0141803857989178,0.19222746073739153,1.8965188512071398,6.662660313106063,0.12441616729200763,0.1709212872514082,0.5002171305942258,0.2857142857142857,0.992,0.14285714285714285,0.358
13,7,6,0.030587278733191416,0.025731275223598353,0.24670441157412726,1.7585381161982634,5.803946494194004,0.11226903047838614,0.19638744459074498,0.5802442690635234,0.3333333333333333,0.898,0.16666666666666666,0.269
13,8,5,0.03114163151457458,0.0307039493190234,0.32141022582524276,1.5247616116136622,4.594048271004596,0.15499088022780896,0.2449657228408899,0.715116405072536,0.4,0.996,0.2,0.307
13,9,4,0.05159890143678206,0.050404777149925195,0.3834441595782163,1.283654896078121,3.6098091217238366,0.18566638160365567,0.32054156961671565,0.923928137509906,0.5,0.997,0.25,0.417
13,10,3,0.008339501197351001,0.0111513697915357,0.025298366090264895,1.0985841260354245,2.999915513291634,0.004051368449705291,0.33660362968953667,1.0000000000000002,0.6666666666666666,0.752,0.3333333333333333,0.447
14,1,12,0.0020789940276656083,0.0018814203486743,0.024564813454948913,2.484864157901383,11.999490108193802,0.005026420313627285,0.08482485430160322,0.2531425204944844,0.16666666666666666,0.37,0.08333333333333333,0.298
14,2,12,0.004591129493514367,0.0022699780587484,0.08509299713640972,2.4668656739731425,11.785449460010396,0.05943111582244794,0.09050441527286097,0.26993780646042154,0.16666666666666666,0.974,0.08333333333333333,0.221
14,3,11,0.0057363812506819635,0.0030433946208858,0.0793162081713158,2.3874773102009272,10.88599728055691,0.05409146556557913,0.09971880915898947,0.2951021541017594,0.18181818181818182,0.934,0.09090909090909091,0.377
14,4,10,0.006129224867836249,0.0023659472018929,0.0826004271669217,2.288898407022632,9.864065508625576,0.05929940905316951,0.1081491202497207,0.322777809560962,0.2,0.951,0.1,0.31
14,5,9,0.007203217802190511,0.0040285175261513,0.11627168148579996,2.159776219703968,8.669197445810086,0.08840563731814122,0.1250421776101836,0.37048056091689807,0.2222222222222222,0.997,0.1111111111111111,0.3
14,6,8,0.009410328839299226,0.00629598540708095,0.15956312838538475,2.020766760680933,7.544107241360949,0.11158733846664748,0.14381861877207439,0.42998635466357527,0.25,1.0,0.12499999999999999,0.289
14,7,7,0.019718600090269156,0.0119638129449761,0.177579954651901,1.9239813394474685,6.848169151852841,0.08796876779007855,0.1618188328855005,0.48036801533227236,0.2857142857142857,0.896,0.14285714285714285,0.2
14,8,6,0.044346656404338415,0.03269943689361685,0.36905379798361687,1.7306342410053777,5.644232577183461,0.16235869852270154,0.21077211908840907,0.6231822051288728,0.3333333333333333,0.899,0.16666666666666666,0.277
14,9,4,0.07834024873423814,0.06053138565596945,0.4234105434181904,1.3377189172576849,3.8103418794715482,0.12921443879293348,0.29668110013527144,0.8753236065401195,0.5,0.858,0.25,0.365
14,10,3,0.0028418337132044666,0.0025206780838004,0.008515076278371348,1.0986114721415723,2.999997550421388,0.0006421001985096689,0.3339308636102708,0.9999999999999999,0.6666666666666666,0.736,0.3333333333333333,0.409
15,1,13,0.005059356197715354,0.0021505530451702,0.09845199856066628,2.546748022851528,12.765523020312461,0.0590236780928703,0.08348182680209519,0.2484118340202197,0.15384615384615383,0.955,0.07692307692307693,0.213
15,2,12,0.007688030253511873,0.00395087094663795,0.10258070725551645,2.4793615714784094,11.933643207118905,0.046854288110146136,0.08985689319386247,0.26789350853479355,0.16666666666666666,0.757,0.08333333333333333,0.173
15,3,11,0.009216468282569164,0.0038707606457616,0.13935231110249227,2.3764436391788926,10.766544978379033,0.08061639485468351,0.10143998287486931,0.30293337873722564,0.18181818181818182,0.911,0.09090909090909091,0.267
15,4,9,0.008977955723674956,0.0029845447879786,0.10530424885156811,2.1858513065241327,8.898220443030867,0.05435694119433264,0.11901712945348165,0.3565870228672448,0.2222222222222222,0.863,0.1111111111111111,0.214
